DATE	VALUE
2013-05-23	5.7614
2013-05-24	5.7672
2013-05-27	0.0
2013-05-28	5.7911
2013-05-29	5.7585
2013-05-30	5.7155
2013-05-31	5.7403
2013-06-03	5.6911
2013-06-04	5.7017
2013-06-05	5.6953
2013-06-06	5.6279
2013-06-07	5.6309
2013-06-10	5.6336
2013-06-11	5.6163
2013-06-12	5.5846
2013-06-13	5.6027
2013-06-14	5.5950
2013-06-17	5.5909
2013-06-18	5.5641
2013-06-19	5.5648
2013-06-20	5.6441
2013-06-21	5.6879
2013-06-24	5.6977
2013-06-25	5.7019
2013-06-26	5.7332
2013-06-27	5.7303
2013-06-28	5.7326
2013-07-01	5.7110
2013-07-02	5.7306
2013-07-03	5.7362
2013-07-04	0.0
2013-07-05	5.8118
2013-07-08	5.7984
2013-07-09	5.8384
2013-07-10	5.8057
2013-07-11	5.7162
2013-07-12	5.7156
2013-07-15	5.7188
2013-07-16	5.6726
2013-07-17	5.6946
2013-07-18	5.7017
2013-07-19	5.6743
2013-07-22	5.6520
2013-07-23	5.6450
2013-07-24	5.6371
2013-07-25	5.6333
2013-07-26	5.6197
2013-07-29	5.6218
2013-07-30	5.6195
2013-07-31	5.6081
2013-08-01	5.6401
2013-08-02	5.6174
2013-08-05	5.6232
2013-08-06	5.6074
2013-08-07	5.5945
2013-08-08	5.5678
2013-08-09	5.5928
2013-08-12	5.6032
2013-08-13	5.6300
2013-08-14	5.6248
2013-08-15	5.6221
2013-08-16	5.5978
2013-08-19	5.5868
2013-08-20	5.5531
2013-08-21	5.5792
2013-08-22	5.5823
2013-08-23	5.5699
2013-08-26	5.5788
2013-08-27	5.5721
2013-08-28	5.5957
2013-08-29	5.6389
2013-08-30	5.6528
2013-09-02	0.0
2013-09-03	5.6663
2013-09-04	5.6445
2013-09-05	5.6828
2013-09-06	5.6651
2013-09-09	5.6248
2013-09-10	5.6242
2013-09-11	5.6066
2013-09-12	5.6008
2013-09-13	5.6164
2013-09-16	5.5859
2013-09-17	5.5841
2013-09-18	5.5858
2013-09-19	5.5125
2013-09-20	5.5150
2013-09-23	5.5273
2013-09-24	5.5273
2013-09-25	5.5090
2013-09-26	5.5307
2013-09-27	5.5089
2013-09-30	5.5109
2013-10-01	5.5094
2013-10-02	5.4880
2013-10-03	5.4681
2013-10-04	5.4914
2013-10-07	5.4963
2013-10-08	5.4927
2013-10-09	5.5203
2013-10-10	5.5107
2013-10-11	5.5007
2013-10-14	0.0
2013-10-15	5.5272
2013-10-16	5.5290
2013-10-17	5.4570
2013-10-18	5.4466
2013-10-21	5.4554
2013-10-22	5.4141
2013-10-23	5.4112
2013-10-24	5.4008
2013-10-25	5.4068
2013-10-28	5.4109
2013-10-29	5.4167
2013-10-30	5.4161
2013-10-31	5.4862
2013-11-01	5.5299
2013-11-04	5.5183
2013-11-05	5.5360
2013-11-06	5.5128
2013-11-07	5.5681
2013-11-08	5.5824
2013-11-11	0.0
2013-11-12	5.5524
2013-11-13	5.5418
2013-11-14	5.5364
2013-11-15	5.5330
2013-11-18	5.5160
2013-11-19	5.5130
2013-11-20	5.5458
2013-11-21	5.5369
2013-11-22	5.5047
2013-11-25	5.5236
2013-11-26	5.5022
2013-11-27	5.4975
2013-11-28	0.0
2013-11-29	5.4823
2013-12-02	5.5035
2013-12-03	5.4830
2013-12-04	5.5026
2013-12-05	5.4590
2013-12-06	5.4487
2013-12-09	5.4350
2013-12-10	5.4194
2013-12-11	5.4064
2013-12-12	5.4243
2013-12-13	5.4361
2013-12-16	5.4228
2013-12-17	5.4259
2013-12-18	5.4192
2013-12-19	5.4584
2013-12-20	5.4559
2013-12-23	5.4453
2013-12-24	5.4541
2013-12-25	0.0
2013-12-26	5.4490
2013-12-27	5.4174
2013-12-30	5.3991
2013-12-31	5.4121
2014-01-01	0.0
2014-01-02	5.4542
2014-01-03	5.4807
2014-01-06	5.4706
2014-01-07	5.4768
2014-01-08	5.4912
2014-01-09	5.4897
2014-01-10	5.4610
2014-01-13	5.4682
2014-01-14	5.4535
2014-01-15	5.4850
2014-01-16	5.4867
2014-01-17	5.5052
2014-01-20	0.0
2014-01-21	5.5017
2014-01-22	5.5080
2014-01-23	5.4545
2014-01-24	5.4542
2014-01-27	5.4549
2014-01-28	5.4615
2014-01-29	5.4617
2014-01-30	5.5070
2014-01-31	5.5263
2014-02-03	5.5177
2014-02-04	5.5243
2014-02-05	5.5199
2014-02-06	5.4849
2014-02-07	5.4816
2014-02-10	5.4687
2014-02-11	5.4651
2014-02-12	5.4900
2014-02-13	5.4573
2014-02-14	5.4500
2014-02-17	0.0
2014-02-18	5.4234
2014-02-19	5.4226
2014-02-20	5.4503
2014-02-21	5.4375
2014-02-24	5.4291
2014-02-25	5.4270
2014-02-26	5.4593
2014-02-27	5.4373
2014-02-28	5.4047
2014-03-03	5.4220
2014-03-04	5.4337
2014-03-05	5.4332
2014-03-06	5.3886
2014-03-07	5.3794
2014-03-10	5.3765
2014-03-11	5.3813
2014-03-12	5.3669
2014-03-13	5.3589
2014-03-14	5.3590
2014-03-17	5.3587
2014-03-18	5.3645
2014-03-19	5.3657
2014-03-20	5.4151
2014-03-21	5.4155
2014-03-24	5.4155
2014-03-25	5.4181
2014-03-26	5.4136
2014-03-27	5.4341
2014-03-28	5.4280
2014-03-31	5.4194
2014-04-01	5.4076
2014-04-02	5.4247
2014-04-03	5.4454
2014-04-04	5.4478
2014-04-07	5.4312
2014-04-08	5.4093
2014-04-09	5.4037
2014-04-10	5.3740
2014-04-11	5.3719
2014-04-14	5.4007
2014-04-15	5.4079
2014-04-16	5.4021
2014-04-17	5.3979
2014-04-18	5.4039
2014-04-21	5.4143
2014-04-22	5.4085
2014-04-23	5.4032
2014-04-24	5.3963
2014-04-25	5.3937
2014-04-28	5.3914
2014-04-29	5.4057
2014-04-30	5.3817
2014-05-01	5.3825
2014-05-02	5.3833
2014-05-05	5.3759
2014-05-06	5.3603
2014-05-07	5.3630
2014-05-08	5.3837
2014-05-09	5.4227
2014-05-12	5.4246
2014-05-13	5.4444
2014-05-14	5.4410
2014-05-15	5.4441
2014-05-16	5.4454
2014-05-19	5.4416
2014-05-20	5.4469
2014-05-21	5.4658
2014-05-22	5.4666
2014-05-23	5.4771
2014-05-26	0.0
2014-05-27	5.4802
2014-05-28	5.4900
2014-05-29	5.4843
2014-05-30	5.4711
2014-06-02	5.4853
2014-06-03	5.4782
2014-06-04	5.4796
2014-06-05	5.4787
2014-06-06	5.4701
2014-06-09	5.4905
2014-06-10	5.5094
2014-06-11	5.5129
2014-06-12	5.5034
2014-06-13	5.5155
2014-06-16	5.4917
2014-06-17	5.5051
2014-06-18	5.4956
2014-06-19	5.4747
2014-06-20	5.4874
2014-06-23	5.4842
2014-06-24	5.4857
2014-06-25	5.4668
2014-06-26	5.4790
2014-06-27	5.4687
2014-06-30	5.4459
2014-07-01	5.4497
2014-07-02	5.4608
2014-07-03	5.4787
2014-07-04	0.0
2014-07-07	5.4800
2014-07-08	5.4762
2014-07-09	5.4689
2014-07-10	5.4810
2014-07-11	5.4822
2014-07-14	5.4743
2014-07-15	5.4934
2014-07-16	5.5113
2014-07-17	5.5123
2014-07-18	5.5168
2014-07-21	5.5140
2014-07-22	5.5360
2014-07-23	5.5389
2014-07-24	5.5364
2014-07-25	5.5519
2014-07-28	5.5475
2014-07-29	5.5606
2014-07-30	5.5730
2014-07-31	5.5687
2014-08-01	5.5489
2014-08-04	5.5575
2014-08-05	5.5777
2014-08-06	5.5822
2014-08-07	5.5790
2014-08-08	5.5583
2014-08-11	5.5702
2014-08-12	5.5816
2014-08-13	5.5775
2014-08-14	5.5730
2014-08-15	5.5670
2014-08-18	5.5810
2014-08-19	5.5974
2014-08-20	5.6127
2014-08-21	5.6114
2014-08-22	5.6321
2014-08-25	5.6452
2014-08-26	5.6517
2014-08-27	5.6501
2014-08-28	5.6543
2014-08-29	5.6647
2014-09-01	0.0
2014-09-02	5.6741
2014-09-03	5.6690
2014-09-04	5.7591
2014-09-05	5.7460
2014-09-08	5.7492
2014-09-09	5.7661
2014-09-10	5.7660
2014-09-11	5.7535
2014-09-12	5.7446
2014-09-15	5.7472
2014-09-16	5.7383
2014-09-17	5.7445
2014-09-18	5.7638
2014-09-19	5.7991
2014-09-22	5.8019
2014-09-23	5.7888
2014-09-24	5.8207
2014-09-25	5.8384
2014-09-26	5.8669
2014-09-29	5.8588
2014-09-30	5.8947
2014-10-01	5.8993
2014-10-02	5.8741
2014-10-03	5.9469
2014-10-06	5.9118
2014-10-07	5.8957
2014-10-08	5.8687
2014-10-09	5.8677
2014-10-10	5.8901
2014-10-13	0.0
2014-10-14	5.8801
2014-10-15	5.8262
2014-10-16	5.8119
2014-10-17	5.8380
2014-10-20	5.8251
2014-10-21	5.8513
2014-10-22	5.8820
2014-10-23	5.8819
2014-10-24	5.8737
2014-10-27	5.8553
2014-10-28	5.8400
2014-10-29	5.8334
2014-10-30	5.8973
2014-10-31	5.9397
2014-11-03	5.9605
2014-11-04	5.9283
2014-11-05	5.9574
2014-11-06	5.9923
2014-11-07	5.9876
2014-11-10	5.9861
2014-11-11	0.0
2014-11-12	5.9745
2014-11-13	5.9655
2014-11-14	5.9572
2014-11-17	5.9795
2014-11-18	5.9393
2014-11-19	5.9317
2014-11-20	5.9410
2014-11-21	6.0033
2014-11-24	5.9868
2014-11-25	5.9648
2014-11-26	5.9503
2014-11-27	0.0
2014-11-28	5.9817
2014-12-01	5.9568
2014-12-02	6.0053
2014-12-03	6.0465
2014-12-04	5.9847
2014-12-05	6.0459
2014-12-08	6.0528
2014-12-09	5.9931
2014-12-10	5.9875
2014-12-11	5.9981
2014-12-12	5.9577
2014-12-15	5.9660
2014-12-16	5.9503
2014-12-17	5.9965
2014-12-18	6.0523
2014-12-19	6.0807
2014-12-22	6.0723
2014-12-23	6.1066
2014-12-24	6.1039
2014-12-25	0.0
2014-12-26	0.0
2014-12-29	6.1108
2014-12-30	6.1159
2014-12-31	6.1534
2015-01-01	0.0
2015-01-02	6.1954
2015-01-05	6.2426
2015-01-06	6.2345
2015-01-07	6.2948
2015-01-08	6.2986
2015-01-09	6.2880
2015-01-12	6.2871
2015-01-13	6.3147
2015-01-14	6.3009
2015-01-15	6.4100
2015-01-16	6.4521
2015-01-19	0.0
2015-01-20	6.4300
2015-01-21	6.4178
2015-01-22	6.5202
2015-01-23	6.5998
2015-01-26	6.5998
2015-01-27	6.5454
2015-01-28	6.5629
2015-01-29	6.5803
2015-01-30	6.5907
2015-02-02	6.5648
2015-02-03	6.4955
2015-02-04	6.5188
2015-02-05	6.5113
2015-02-06	6.5669
2015-02-09	6.5773
2015-02-10	6.5778
2015-02-11	6.5859
2015-02-12	6.5248
2015-02-13	6.5239
2015-02-16	0.0
2015-02-17	6.5331
2015-02-18	6.5638
2015-02-19	6.5351
2015-02-20	6.5563
2015-02-23	6.5775
2015-02-24	6.5974
2015-02-25	6.5731
2015-02-26	6.6606
2015-02-27	6.6649
2015-03-02	6.6583
2015-03-03	6.6464
2015-03-04	6.7334
2015-03-05	6.7711
2015-03-06	6.8629
2015-03-09	6.8699
2015-03-10	6.9602
2015-03-11	7.0519
2015-03-12	7.0245
2015-03-13	7.0873
2015-03-16	7.0568
2015-03-17	7.0338
2015-03-18	7.0042
2015-03-19	7.0140
2015-03-20	6.9087
2015-03-23	6.8229
2015-03-24	6.8409
2015-03-25	6.7981
2015-03-26	6.8380
2015-03-27	6.8575
2015-03-30	6.9036
2015-03-31	6.9552
2015-04-01	6.9382
2015-04-02	6.8722
2015-04-03	6.8020
2015-04-06	6.7904
2015-04-07	6.8867
2015-04-08	6.9071
2015-04-09	7.0022
2015-04-10	7.0517
2015-04-13	7.0603
2015-04-14	6.9976
2015-04-15	7.0466
2015-04-16	6.9475
2015-04-17	6.9210
2015-04-20	6.9324
2015-04-21	6.9352
2015-04-22	6.9546
2015-04-23	6.9061
2015-04-24	6.8606
2015-04-27	6.8494
2015-04-28	6.7970
2015-04-29	6.6774
2015-04-30	6.6872
2015-05-01	6.6692
2015-05-04	6.6987
2015-05-05	6.6796
2015-05-06	6.5795
2015-05-07	6.6149
2015-05-08	6.6381
2015-05-11	6.6973
2015-05-12	6.6395
2015-05-13	6.5617
2015-05-14	6.5660
2015-05-15	6.5320
2015-05-18	6.5725
2015-05-19	6.6872
2015-05-20	6.7311
2015-05-21	6.7007
2015-05-22	6.7574
2015-05-25	0.0
2015-05-26	6.8525
2015-05-27	6.8478
2015-05-28	6.8343
2015-05-29	6.7851
2015-06-01	6.8351
2015-06-02	6.7020
2015-06-03	6.6104
2015-06-04	6.6184
2015-06-05	6.7153
2015-06-08	6.6404
2015-06-09	6.6116
2015-06-10	6.5992
2015-06-11	6.6379
2015-06-12	6.6147
2015-06-15	6.6208
2015-06-16	6.6372
2015-06-17	6.6321
2015-06-18	6.5421
2015-06-19	6.5827
2015-06-22	6.5574
2015-06-23	6.6680
2015-06-24	6.6730
2015-06-25	6.6631
2015-06-26	6.6897
2015-06-29	6.6726
2015-06-30	6.6884
2015-07-01	6.7310
2015-07-02	6.7236
2015-07-03	0.0
2015-07-06	6.7382
2015-07-07	6.8140
2015-07-08	6.7399
2015-07-09	6.7678
2015-07-10	6.6926
2015-07-13	6.7711
2015-07-14	6.7742
2015-07-15	6.8056
2015-07-16	6.8462
2015-07-17	6.8776
2015-07-20	6.8762
2015-07-21	6.8278
2015-07-22	6.8548
2015-07-23	6.7987
2015-07-24	6.7978
2015-07-27	6.7141
2015-07-28	6.7501
2015-07-29	6.7667
2015-07-30	6.8353
2015-07-31	6.7670
2015-08-03	6.8136
2015-08-04	6.8120
2015-08-05	6.8655
2015-08-06	6.8314
2015-08-07	6.8091
2015-08-10	6.7869
2015-08-11	6.7587
2015-08-12	6.6655
2015-08-13	6.6974
2015-08-14	6.7170
2015-08-17	6.7376
2015-08-18	6.7684
2015-08-19	6.7469
2015-08-20	6.6642
2015-08-21	6.5716
2015-08-24	6.4456
2015-08-25	6.5412
2015-08-26	6.5533
2015-08-27	6.6403
2015-08-28	6.6794
2015-08-31	6.6672
2015-09-01	6.6264
2015-09-02	6.6398
2015-09-03	6.7180
2015-09-04	6.7108
2015-09-07	0.0
2015-09-08	6.6727
2015-09-09	6.6828
2015-09-10	6.6239
2015-09-11	6.5789
2015-09-14	6.5980
2015-09-15	6.6256
2015-09-16	6.6007
2015-09-17	6.5957
2015-09-18	6.5689
2015-09-21	6.6582
2015-09-22	6.6989
2015-09-23	6.6856
2015-09-24	6.6301
2015-09-25	6.6661
2015-09-28	6.6396
2015-09-29	6.6346
2015-09-30	6.6832
2015-10-01	6.6601
2015-10-02	6.6160
2015-10-05	6.6624
2015-10-06	6.6237
2015-10-07	6.6332
2015-10-08	6.6124
2015-10-09	6.5649
2015-10-12	0.0
2015-10-13	6.5558
2015-10-14	6.5240
2015-10-15	6.5348
2015-10-16	6.5664
2015-10-19	6.5907
2015-10-20	6.5673
2015-10-21	6.5756
2015-10-22	6.6941
2015-10-23	6.7710
2015-10-26	6.7503
2015-10-27	6.7502
2015-10-28	6.7412
2015-10-29	6.8021
2015-10-30	6.7550
2015-11-02	6.7642
2015-11-03	6.8142
2015-11-04	6.8673
2015-11-05	6.8639
2015-11-06	6.9417
2015-11-09	6.9282
2015-11-10	6.9810
2015-11-11	0.0
2015-11-12	6.9282
2015-11-13	6.9587
2015-11-16	6.9683
2015-11-17	7.0156
2015-11-18	7.0126
2015-11-19	6.9416
2015-11-20	6.9975
2015-11-23	7.0371
2015-11-24	7.0035
2015-11-25	7.0274
2015-11-26	0.0
2015-11-27	7.0417
2015-11-30	7.0625
2015-12-01	7.0245
2015-12-02	7.0549
2015-12-03	6.8426
2015-12-04	6.8537
2015-12-07	6.8818
2015-12-08	6.8607
2015-12-09	6.7934
2015-12-10	6.8148
2015-12-11	6.7811
2015-12-14	6.7677
2015-12-15	6.8396
2015-12-16	6.8220
2015-12-17	6.9057
2015-12-18	6.8788
2015-12-21	6.8333
2015-12-22	6.7968
2015-12-23	6.8622
2015-12-24	6.8119
2015-12-25	0.0
2015-12-28	6.7946
2015-12-29	6.8346
2015-12-30	6.8381
2015-12-31	6.8723
2016-01-01	0.0
2016-01-04	6.9072
2016-01-05	6.9441
2016-01-06	6.9328
2016-01-07	6.8692
2016-01-08	6.8527
2016-01-11	6.8586
2016-01-12	6.8846
2016-01-13	6.8698
2016-01-14	6.8713
2016-01-15	6.8069
2016-01-18	0.0
2016-01-19	6.8436
2016-01-20	6.8429
2016-01-21	6.8885
2016-01-22	6.8998
2016-01-25	6.8905
2016-01-26	6.8799
2016-01-27	6.8666
2016-01-28	6.8135
2016-01-29	6.8886
2016-02-01	6.8540
2016-02-02	6.8410
2016-02-03	6.7529
2016-02-04	6.6641
2016-02-05	6.7052
2016-02-08	6.6819
2016-02-09	6.6047
2016-02-10	6.6512
2016-02-11	6.5691
2016-02-12	6.6437
2016-02-15	0.0
2016-02-16	6.7007
2016-02-17	6.7001
2016-02-18	6.7271
2016-02-19	6.7070
2016-02-22	6.7725
2016-02-23	6.7742
2016-02-24	6.7707
2016-02-25	6.7671
2016-02-26	6.8234
2016-02-29	6.8632
2016-03-01	6.8759
2016-03-02	6.8768
2016-03-03	6.8132
2016-03-04	6.7768
2016-03-07	6.7825
2016-03-08	6.7664
2016-03-09	6.7691
2016-03-10	6.6841
2016-03-11	6.6726
2016-03-14	6.7142
2016-03-15	6.7113
2016-03-16	6.7322
2016-03-17	6.5856
2016-03-18	6.5999
2016-03-21	6.6191
2016-03-22	6.6378
2016-03-23	6.6700
2016-03-24	6.6785
2016-03-25	6.6769
2016-03-28	6.6515
2016-03-29	6.6533
2016-03-30	6.5769
2016-03-31	6.5425
2016-04-01	6.5424
2016-04-04	6.5353
2016-04-05	6.5338
2016-04-06	6.5125
2016-04-07	6.5344
2016-04-08	6.5234
2016-04-11	6.5231
2016-04-12	6.5317
2016-04-13	6.5978
2016-04-14	6.6059
2016-04-15	6.5871
2016-04-18	6.5721
2016-04-19	6.5429
2016-04-20	6.5679
2016-04-21	6.5841
2016-04-22	6.6203
2016-04-25	6.6009
2016-04-26	6.5747
2016-04-27	6.5735
2016-04-28	6.5724
2016-04-29	6.5059
2016-05-02	6.4625
2016-05-03	6.4662
2016-05-04	6.4764
2016-05-05	6.5241
2016-05-06	6.5133
2016-05-09	6.5246
2016-05-10	6.5350
2016-05-11	6.5011
2016-05-12	6.5372
2016-05-13	6.5856
2016-05-16	6.5658
2016-05-17	6.5602
2016-05-18	6.5947
2016-05-19	6.6311
2016-05-20	6.6351
2016-05-23	6.6443
2016-05-24	6.6723
2016-05-25	6.6665
2016-05-26	6.6499
2016-05-27	6.6757
2016-05-30	0.0
2016-05-31	6.6788
2016-06-01	6.6630
2016-06-02	6.6675
2016-06-03	6.5670
2016-06-06	6.5509
2016-06-07	6.5507
2016-06-08	6.5222
2016-06-09	6.5621
2016-06-10	6.5903
2016-06-13	6.5904
2016-06-14	6.6328
2016-06-15	6.6156
2016-06-16	6.6639
2016-06-17	6.6053
2016-06-20	6.5698
2016-06-21	6.6023
2016-06-22	6.5922
2016-06-23	6.5449
2016-06-24	6.6849
2016-06-27	6.7453
2016-06-28	6.7290
2016-06-29	6.6908
2016-06-30	6.7208
2016-07-01	6.6757
2016-07-04	0.0
2016-07-05	6.7149
2016-07-06	6.7172
2016-07-07	6.7253
2016-07-08	6.7403
2016-07-11	6.7333
2016-07-12	6.7172
2016-07-13	6.6937
2016-07-14	6.6958
2016-07-15	6.7255
2016-07-18	6.7159
2016-07-19	6.7532
2016-07-20	6.7590
2016-07-21	6.7528
2016-07-22	6.7815
2016-07-25	6.7758
2016-07-26	6.7735
2016-07-27	6.7709
2016-07-28	6.7041
2016-07-29	6.6596
2016-08-01	6.6557
2016-08-02	6.6257
2016-08-03	6.6583
2016-08-04	6.6793
2016-08-05	6.7112
2016-08-08	6.7129
2016-08-09	6.6939
2016-08-10	6.6587
2016-08-11	6.6603
2016-08-12	6.6591
2016-08-15	6.6430
2016-08-16	6.5989
2016-08-17	6.6058
2016-08-18	6.5659
2016-08-19	6.5699
2016-08-22	6.5786
2016-08-23	6.5828
2016-08-24	6.6142
2016-08-25	6.6028
2016-08-26	6.6255
2016-08-29	6.6571
2016-08-30	6.6755
2016-08-31	6.6764
2016-09-01	6.6476
2016-09-02	6.6678
2016-09-05	0.0
2016-09-06	6.6223
2016-09-07	6.6239
2016-09-08	6.6117
2016-09-09	6.6368
2016-09-12	6.6284
2016-09-13	6.6203
2016-09-14	6.6040
2016-09-15	6.6200
2016-09-16	6.6744
2016-09-19	6.6648
2016-09-20	6.6724
2016-09-21	6.6772
2016-09-22	6.6390
2016-09-23	6.6427
2016-09-26	6.6117
2016-09-27	6.6483
2016-09-28	6.6540
2016-09-29	6.6274
2016-09-30	6.6249
2016-10-03	6.6401
2016-10-04	6.6359
2016-10-05	6.6460
2016-10-06	6.6691
2016-10-07	6.6693
2016-10-10	0.0
2016-10-11	6.7268
2016-10-12	6.7531
2016-10-13	6.7387
2016-10-14	6.7726
2016-10-17	6.7652
2016-10-18	6.7658
2016-10-19	6.7859
2016-10-20	6.8036
2016-10-21	6.8453
2016-10-24	6.8314
2016-10-25	6.8296
2016-10-26	6.8141
2016-10-27	6.8214
2016-10-28	6.8027
2016-10-31	6.7900
2016-11-01	6.7359
2016-11-02	6.6914
2016-11-03	6.7059
2016-11-04	6.6890
2016-11-07	6.7414
2016-11-08	6.7445
2016-11-09	6.7950
2016-11-10	6.8389
2016-11-11	0.0
2016-11-14	6.9422
2016-11-15	6.9408
2016-11-16	6.9557
2016-11-17	6.9833
2016-11-18	7.0193
2016-11-21	7.0208
2016-11-22	7.0058
2016-11-23	7.0451
2016-11-24	0.0
2016-11-25	7.0221
2016-11-28	7.0341
2016-11-29	7.0013
2016-11-30	7.0335
2016-12-01	6.9958
2016-12-02	6.9733
2016-12-05	6.9368
2016-12-06	6.9405
2016-12-07	6.9140
2016-12-08	7.0011
2016-12-09	7.0542
2016-12-12	7.0117
2016-12-13	6.9922
2016-12-14	6.9777
2016-12-15	7.1648
2016-12-16	7.1096
2016-12-19	7.1167
2016-12-20	7.1549
2016-12-21	7.1317
2016-12-22	7.1122
2016-12-23	7.1138
2016-12-26	0.0
2016-12-27	7.1098
2016-12-28	7.1550
2016-12-29	7.0888
2016-12-30	7.0462
2017-01-02	0.0
2017-01-03	7.1376
2017-01-04	7.0963
2017-01-05	7.0138
2017-01-06	7.0398
2017-01-09	7.0291
2017-01-10	7.0313
2017-01-11	7.0801
2017-01-12	6.9700
2017-01-13	6.9977
2017-01-16	0.0
2017-01-17	6.9532
2017-01-18	6.9614
2017-01-19	6.9955
2017-01-20	0.0
2017-01-23	6.9233
2017-01-24	6.9177
2017-01-25	6.9214
2017-01-26	6.9694
2017-01-27	6.9568
2017-01-30	6.9629
2017-01-31	6.8894
2017-02-01	6.9140
2017-02-02	6.8850
2017-02-03	6.8919
2017-02-06	6.9299
2017-02-07	6.9536
2017-02-08	6.9432
2017-02-09	6.9757
2017-02-10	6.9809
2017-02-13	7.0140
2017-02-14	7.0301
2017-02-15	7.0159
2017-02-16	6.9731
2017-02-17	7.0025
2017-02-20	0.0
2017-02-21	7.0447
2017-02-22	7.0414
2017-02-23	7.0212
2017-02-24	7.0263
2017-02-27	6.9960
2017-02-28	7.0005
2017-03-01	7.0363
2017-03-02	7.0695
2017-03-03	7.0442
2017-03-06	7.0217
2017-03-07	7.0242
2017-03-08	7.0478
2017-03-09	7.0229
2017-03-10	6.9682
2017-03-13	6.9672
2017-03-14	6.9827
2017-03-15	6.9926
2017-03-16	6.9236
2017-03-17	6.9207
2017-03-20	6.9136
2017-03-21	6.8788
2017-03-22	6.8864
2017-03-23	6.8935
2017-03-24	6.8820
2017-03-27	6.8369
2017-03-28	6.8569
2017-03-29	6.9176
2017-03-30	6.9334
2017-03-31	6.9523
2017-04-03	6.9800
2017-04-04	6.9738
2017-04-05	6.9749
2017-04-06	6.9817
2017-04-07	7.0046
2017-04-10	7.0116
2017-04-11	7.0046
2017-04-12	7.0081
2017-04-13	6.9975
2017-04-14	7.0021
2017-04-17	6.9780
2017-04-18	6.9471
2017-04-19	6.9475
2017-04-20	6.9136
2017-04-21	6.9533
2017-04-24	6.8489
2017-04-25	6.8004
2017-04-26	6.8430
2017-04-27	6.8471
2017-04-28	6.8271
2017-05-01	6.8157
2017-05-02	6.8158
2017-05-03	6.8106
2017-05-04	6.7810
2017-05-05	6.7622
2017-05-08	6.8086
2017-05-09	6.8429
2017-05-10	6.8416
2017-05-11	6.8457
2017-05-12	6.8093
2017-05-15	6.7760
2017-05-16	6.7187
2017-05-17	6.6814
2017-05-18	6.6849
2017-05-19	6.6513
2017-05-22	6.6259
2017-05-23	6.6461
2017-05-24	6.6588
2017-05-25	6.6332
2017-05-26	6.6623
2017-05-29	0.0
2017-05-30	6.6514
2017-05-31	6.6206
2017-06-01	6.6330
2017-06-02	6.6006
2017-06-05	6.6133
2017-06-06	6.6020
2017-06-07	6.6188
2017-06-08	6.6300
2017-06-09	6.6462
2017-06-12	6.6370
2017-06-13	6.6431
2017-06-14	6.5943
2017-06-15	6.6679
2017-06-16	6.6435
2017-06-19	6.6638
2017-06-20	6.6869
2017-06-21	6.6749
2017-06-22	6.6707
2017-06-23	6.6427
2017-06-26	6.6411
2017-06-27	6.5655
2017-06-28	6.5440
2017-06-29	6.5114
2017-06-30	6.5154
2017-07-03	6.5411
2017-07-04	0.0
2017-07-05	6.5599
2017-07-06	6.5177
2017-07-07	6.5252
2017-07-10	6.5250
2017-07-11	6.5060
2017-07-12	6.5172
2017-07-13	6.5322
2017-07-14	6.4930
2017-07-17	6.4841
2017-07-18	6.4223
2017-07-19	6.4563
2017-07-20	6.3921
2017-07-21	6.3802
2017-07-24	6.3861
2017-07-25	6.3803
2017-07-26	6.3920
2017-07-27	6.3793
2017-07-28	6.3252
2017-07-31	6.2876
2017-08-01	6.3026
2017-08-02	6.2702
2017-08-03	6.2610
2017-08-04	6.3295
2017-08-07	6.3108
2017-08-08	6.3453
2017-08-09	6.3320
2017-08-10	6.3285
2017-08-11	6.2965
2017-08-14	6.3100
2017-08-15	6.3363
2017-08-16	6.3549
2017-08-17	6.3357
2017-08-18	6.3295
2017-08-21	6.2959
2017-08-22	6.3233
2017-08-23	6.3019
2017-08-24	6.3018
2017-08-25	6.2655
2017-08-28	6.2130
2017-08-29	6.1863
2017-08-30	6.2378
2017-08-31	6.2530
2017-09-01	6.2609
2017-09-04	0.0
2017-09-05	6.2453
2017-09-06	6.2287
2017-09-07	6.1861
2017-09-08	6.1788
2017-09-11	6.2179
2017-09-12	6.2158
2017-09-13	6.2524
2017-09-14	6.2596
2017-09-15	6.2223
2017-09-18	6.2329
2017-09-19	6.2112
2017-09-20	6.2026
2017-09-21	6.2277
2017-09-22	6.2158
2017-09-25	6.2783
2017-09-26	6.3208
2017-09-27	6.3339
2017-09-28	6.3189
2017-09-29	6.2991
2017-10-02	6.3368
2017-10-03	6.3293
2017-10-04	6.3289
2017-10-05	6.3575
2017-10-06	6.3439
2017-10-09	0.0
2017-10-10	6.3041
2017-10-11	6.2831
2017-10-12	6.2866
2017-10-13	6.2878
2017-10-16	6.3028
2017-10-17	6.3333
2017-10-18	6.3219
2017-10-19	6.2845
2017-10-20	6.3232
2017-10-23	6.3290
2017-10-24	6.3262
2017-10-25	6.3062
2017-10-26	6.3605
2017-10-27	6.4248
2017-10-30	6.3995
2017-10-31	6.3982
2017-11-01	6.4058
2017-11-02	6.3749
2017-11-03	6.4071
2017-11-06	6.4160
2017-11-07	6.4287
2017-11-08	6.4214
2017-11-09	6.3870
2017-11-10	0.0
2017-11-13	6.3837
2017-11-14	6.3244
